Resource ID,Resource Type,Month,Given Date,Tag,Title,Description,Action,Amount,Group,Driver ID,Attachment,Account
10000,booking,6/1/2023,4/3/2023,,Sample title 1,Sample description 3,cr,1211,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/6GhOFbzHwPXt513KiUEkE0wuPscVJwfhHOFh2EJP.jpg,cih-normal-cash-in-hand-test
10001,booking,6/1/2023,5/29/2023,,Sample title 2,,dr,983,,,,cih-normal-cash-in-hand-test
10000,booking,6/1/2023,5/25/2023,,Sample title 1,Sample description 1,cr,1149,,,,cih-normal-cash-in-hand-test
10001,booking,6/1/2023,2/7/2023,,Sample title 2,,cr,1536,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/JEUH60l4wSOdDL1CjIPncbHKh9ArN3H3i0DDT3Ej.jpg,
10001,booking,6/1/2023,6/6/2023,,Sample title 1,Sample description 1,cr,1876,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/QgZsr29RzEaLeT20LopBYtCJzcBAb8ofZjipYoAT.jpg,
10001,booking,6/1/2023,2/12/2023,,Sample title 3,,dr,1792,,,,cih-normal-cash-in-hand-test
10000,booking,6/1/2023,4/14/2023,,Sample title 1,Sample description 1,cr,322,,,,
10000,booking,6/1/2023,5/14/2023,,Sample title 1,,cr,1670,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/QgZsr29RzEaLeT20LopBYtCJzcBAb8ofZjipYoAT.jpg,
10000,booking,6/1/2023,1/4/2023,,Sample title 1,Sample description 3,dr,956,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/6GhOFbzHwPXt513KiUEkE0wuPscVJwfhHOFh2EJP.jpg,cih-normal-cash-in-hand-yahya
10001,booking,6/1/2023,5/13/2023,,Sample title 2,,dr,1365,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/QgZsr29RzEaLeT20LopBYtCJzcBAb8ofZjipYoAT.jpg,cih-normal-cash-in-hand-yahya
10000,booking,6/1/2023,2/1/2023,,Sample title 2,Sample description 3,cr,367,,,,
10001,booking,6/1/2023,2/26/2023,,Sample title 2,,cr,1344,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/6GhOFbzHwPXt513KiUEkE0wuPscVJwfhHOFh2EJP.jpg,
10000,booking,6/1/2023,4/25/2023,,Sample title 1,,dr,869,,,,
10000,booking,6/1/2023,3/24/2023,,Sample title 1,,cr,1475,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/JEUH60l4wSOdDL1CjIPncbHKh9ArN3H3i0DDT3Ej.jpg,
10001,booking,6/1/2023,3/8/2023,,Sample title 2,,dr,1113,,,,
10000,booking,6/1/2023,1/2/2023,,Sample title 3,,dr,845,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/JEUH60l4wSOdDL1CjIPncbHKh9ArN3H3i0DDT3Ej.jpg,
10000,booking,6/1/2023,5/30/2023,,Sample title 1,,cr,282,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/2xGpi1DfhLvyZiozEX579iNZsHED6ZH0cE5ub3pG.jpg,
10000,booking,6/1/2023,2/16/2023,,Sample title 3,,cr,522,,,,cih-normal-cash-in-hand-test
10001,booking,6/1/2023,2/5/2023,,Sample title 3,Sample description 1,cr,1816,,,,cih-normal-cash-in-hand-yahya
10001,booking,6/1/2023,6/7/2023,,Sample title 1,,cr,632,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/6GhOFbzHwPXt513KiUEkE0wuPscVJwfhHOFh2EJP.jpg,
10000,booking,6/1/2023,4/27/2023,,Sample title 3,Sample description 1,cr,1726,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/JEUH60l4wSOdDL1CjIPncbHKh9ArN3H3i0DDT3Ej.jpg,cih-normal-cash-in-hand-test
10000,booking,6/1/2023,2/12/2023,,Sample title 3,,dr,1448,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/JEUH60l4wSOdDL1CjIPncbHKh9ArN3H3i0DDT3Ej.jpg,
10001,booking,6/1/2023,4/29/2023,,Sample title 3,Sample description 3,cr,1380,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/QgZsr29RzEaLeT20LopBYtCJzcBAb8ofZjipYoAT.jpg,cih-normal-cash-in-hand-yahya
10001,booking,6/1/2023,3/28/2023,,Sample title 2,,dr,838,,,,
10000,booking,6/1/2023,6/9/2023,,Sample title 1,,dr,994,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/QgZsr29RzEaLeT20LopBYtCJzcBAb8ofZjipYoAT.jpg,
10000,booking,6/1/2023,2/23/2023,,Sample title 2,,cr,676,,,,
10001,booking,6/1/2023,5/4/2023,,Sample title 1,Sample description 3,cr,1530,,,,
10001,booking,6/1/2023,3/27/2023,,Sample title 3,Sample description 1,dr,770,,,,
10001,booking,6/1/2023,5/28/2023,,Sample title 2,,cr,851,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/QgZsr29RzEaLeT20LopBYtCJzcBAb8ofZjipYoAT.jpg,
10001,booking,6/1/2023,4/14/2023,,Sample title 2,Sample description 3,cr,141,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/6GhOFbzHwPXt513KiUEkE0wuPscVJwfhHOFh2EJP.jpg,cih-normal-cash-in-hand-yahya
10001,booking,6/1/2023,4/2/2023,,Sample title 3,Sample description 3,cr,1660,,,,
10000,booking,6/1/2023,4/8/2023,,Sample title 2,Sample description 1,dr,782,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/JEUH60l4wSOdDL1CjIPncbHKh9ArN3H3i0DDT3Ej.jpg,cih-normal-cash-in-hand-test
10001,booking,6/1/2023,4/9/2023,,Sample title 1,,dr,1858,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/2xGpi1DfhLvyZiozEX579iNZsHED6ZH0cE5ub3pG.jpg,cih-normal-cash-in-hand-yahya
10001,booking,6/1/2023,2/5/2023,,Sample title 1,Sample description 1,dr,1198,,,,cih-normal-cash-in-hand-yahya
10001,booking,6/1/2023,6/6/2023,,Sample title 2,Sample description 3,cr,1813,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/QgZsr29RzEaLeT20LopBYtCJzcBAb8ofZjipYoAT.jpg,cih-normal-cash-in-hand-test
12346,vehicle,6/1/2023,6/12/2023,,Sample title 1,,cr,525,,,,cih-normal-cash-in-hand-test
12345,vehicle,6/1/2023,6/10/2023,,Sample title 1,Sample description 3,dr,1090,,,,
12346,vehicle,6/1/2023,6/1/2023,,Sample title 3,Sample description 1,dr,1432,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/2xGpi1DfhLvyZiozEX579iNZsHED6ZH0cE5ub3pG.jpg,
12346,vehicle,6/1/2023,2/25/2023,,Sample title 3,,cr,889,,,,
12345,vehicle,6/1/2023,1/1/2023,,Sample title 2,,dr,906,,,,
12346,vehicle,6/1/2023,6/10/2023,,Sample title 2,,dr,1503,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/6GhOFbzHwPXt513KiUEkE0wuPscVJwfhHOFh2EJP.jpg,
12345,vehicle,6/1/2023,5/5/2023,,Sample title 2,Sample description 3,dr,202,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/6GhOFbzHwPXt513KiUEkE0wuPscVJwfhHOFh2EJP.jpg,
12346,vehicle,6/1/2023,1/7/2023,,Sample title 1,,dr,1633,,,,
12346,vehicle,6/1/2023,3/6/2023,,Sample title 2,Sample description 1,cr,1144,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/QgZsr29RzEaLeT20LopBYtCJzcBAb8ofZjipYoAT.jpg,cih-normal-cash-in-hand-yahya
12346,vehicle,6/1/2023,2/7/2023,,Sample title 1,Sample description 1,cr,532,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/QgZsr29RzEaLeT20LopBYtCJzcBAb8ofZjipYoAT.jpg,
12346,vehicle,6/1/2023,1/21/2023,,Sample title 2,,cr,1558,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/JEUH60l4wSOdDL1CjIPncbHKh9ArN3H3i0DDT3Ej.jpg,
12345,vehicle,6/1/2023,4/10/2023,,Sample title 1,,cr,1842,,,,
12345,vehicle,6/1/2023,4/8/2023,,Sample title 1,,cr,1834,,,,
12345,vehicle,6/1/2023,2/5/2023,,Sample title 3,,dr,1720,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/QgZsr29RzEaLeT20LopBYtCJzcBAb8ofZjipYoAT.jpg,cih-normal-cash-in-hand-test
12346,vehicle,6/1/2023,4/21/2023,,Sample title 2,Sample description 1,dr,672,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/6GhOFbzHwPXt513KiUEkE0wuPscVJwfhHOFh2EJP.jpg,
12346,vehicle,6/1/2023,2/6/2023,,Sample title 1,,cr,1911,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/QgZsr29RzEaLeT20LopBYtCJzcBAb8ofZjipYoAT.jpg,
12346,vehicle,6/1/2023,3/6/2023,,Sample title 1,,dr,861,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/6GhOFbzHwPXt513KiUEkE0wuPscVJwfhHOFh2EJP.jpg,
12346,vehicle,6/1/2023,4/10/2023,,Sample title 3,,dr,880,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/QgZsr29RzEaLeT20LopBYtCJzcBAb8ofZjipYoAT.jpg,cih-normal-cash-in-hand-yahya
12345,vehicle,6/1/2023,3/19/2023,,Sample title 2,Sample description 3,cr,466,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/6GhOFbzHwPXt513KiUEkE0wuPscVJwfhHOFh2EJP.jpg,cih-normal-cash-in-hand-yahya
12345,vehicle,6/1/2023,6/3/2023,,Sample title 1,,dr,107,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/2xGpi1DfhLvyZiozEX579iNZsHED6ZH0cE5ub3pG.jpg,cih-normal-cash-in-hand-yahya
12346,vehicle,6/1/2023,1/20/2023,,Sample title 3,,cr,1346,,,,cih-normal-cash-in-hand-yahya
12345,vehicle,6/1/2023,2/3/2023,,Sample title 3,Sample description 3,dr,954,,,,
12346,vehicle,6/1/2023,3/31/2023,,Sample title 2,,cr,1835,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/6GhOFbzHwPXt513KiUEkE0wuPscVJwfhHOFh2EJP.jpg,
12346,vehicle,6/1/2023,1/24/2023,,Sample title 2,,dr,822,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/JEUH60l4wSOdDL1CjIPncbHKh9ArN3H3i0DDT3Ej.jpg,cih-normal-cash-in-hand-test
12345,vehicle,6/1/2023,1/23/2023,,Sample title 1,Sample description 3,cr,1335,,,,
12345,vehicle,6/1/2023,4/26/2023,,Sample title 2,Sample description 3,cr,155,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/QgZsr29RzEaLeT20LopBYtCJzcBAb8ofZjipYoAT.jpg,
12346,vehicle,6/1/2023,4/1/2023,,Sample title 3,Sample description 3,cr,1142,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/2xGpi1DfhLvyZiozEX579iNZsHED6ZH0cE5ub3pG.jpg,
12345,vehicle,6/1/2023,6/2/2023,,Sample title 1,Sample description 3,dr,875,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/JEUH60l4wSOdDL1CjIPncbHKh9ArN3H3i0DDT3Ej.jpg,
12345,vehicle,6/1/2023,5/25/2023,,Sample title 3,,dr,816,,,,
12345,vehicle,6/1/2023,4/28/2023,,Sample title 1,,cr,1624,,,,cih-normal-cash-in-hand-yahya
12345,vehicle,6/1/2023,5/17/2023,,Sample title 2,,dr,1404,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/JEUH60l4wSOdDL1CjIPncbHKh9ArN3H3i0DDT3Ej.jpg,
12346,vehicle,6/1/2023,1/18/2023,,Sample title 3,,dr,1089,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/6GhOFbzHwPXt513KiUEkE0wuPscVJwfhHOFh2EJP.jpg,
12346,vehicle,6/1/2023,6/6/2023,,Sample title 2,,cr,708,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/QgZsr29RzEaLeT20LopBYtCJzcBAb8ofZjipYoAT.jpg,cih-normal-cash-in-hand-yahya
12345,vehicle,6/1/2023,5/17/2023,,Sample title 3,,cr,1627,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/2xGpi1DfhLvyZiozEX579iNZsHED6ZH0cE5ub3pG.jpg,
12345,vehicle,6/1/2023,6/11/2023,,Sample title 2,Sample description 3,cr,1793,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/6GhOFbzHwPXt513KiUEkE0wuPscVJwfhHOFh2EJP.jpg,cih-normal-cash-in-hand-test
12346,vehicle,6/1/2023,4/18/2023,,Sample title 3,,dr,1478,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/QgZsr29RzEaLeT20LopBYtCJzcBAb8ofZjipYoAT.jpg,cih-normal-cash-in-hand-yahya
12346,vehicle,6/1/2023,6/9/2023,,Sample title 2,,cr,1968,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/JEUH60l4wSOdDL1CjIPncbHKh9ArN3H3i0DDT3Ej.jpg,
12345,vehicle,6/1/2023,2/1/2023,,Sample title 3,,dr,1306,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/2xGpi1DfhLvyZiozEX579iNZsHED6ZH0cE5ub3pG.jpg,cih-normal-cash-in-hand-test
12345,vehicle,6/1/2023,1/29/2023,,Sample title 3,,dr,1876,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/QgZsr29RzEaLeT20LopBYtCJzcBAb8ofZjipYoAT.jpg,
12346,vehicle,6/1/2023,1/31/2023,,Sample title 3,,dr,1057,,,,
12345,vehicle,6/1/2023,5/30/2023,,Sample title 3,,cr,907,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/6GhOFbzHwPXt513KiUEkE0wuPscVJwfhHOFh2EJP.jpg,
12346,vehicle,6/1/2023,3/26/2023,,Sample title 2,Sample description 1,cr,1889,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/JEUH60l4wSOdDL1CjIPncbHKh9ArN3H3i0DDT3Ej.jpg,cih-normal-cash-in-hand-test
12346,vehicle,6/1/2023,3/2/2023,,Sample title 3,,cr,1116,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/6GhOFbzHwPXt513KiUEkE0wuPscVJwfhHOFh2EJP.jpg,
12346,vehicle,6/1/2023,5/16/2023,,Sample title 2,Sample description 3,dr,1399,,,,cih-normal-cash-in-hand-yahya
12346,vehicle,6/1/2023,5/3/2023,,Sample title 3,,dr,1376,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/JEUH60l4wSOdDL1CjIPncbHKh9ArN3H3i0DDT3Ej.jpg,
12346,vehicle,6/1/2023,1/25/2023,,Sample title 1,,dr,159,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/JEUH60l4wSOdDL1CjIPncbHKh9ArN3H3i0DDT3Ej.jpg,cih-normal-cash-in-hand-test
12345,vehicle,6/1/2023,4/9/2023,,Sample title 2,,dr,437,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/QgZsr29RzEaLeT20LopBYtCJzcBAb8ofZjipYoAT.jpg,
12346,vehicle,6/1/2023,3/31/2023,,Sample title 3,Sample description 1,cr,100,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/2xGpi1DfhLvyZiozEX579iNZsHED6ZH0cE5ub3pG.jpg,
12346,vehicle,6/1/2023,6/13/2023,,Sample title 1,Sample description 3,dr,1360,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/2xGpi1DfhLvyZiozEX579iNZsHED6ZH0cE5ub3pG.jpg,cih-normal-cash-in-hand-test
12345,vehicle,6/1/2023,1/4/2023,,Sample title 1,,cr,791,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/2xGpi1DfhLvyZiozEX579iNZsHED6ZH0cE5ub3pG.jpg,cih-normal-cash-in-hand-yahya
12346,vehicle,6/1/2023,3/6/2023,,Sample title 2,Sample description 3,cr,495,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/6GhOFbzHwPXt513KiUEkE0wuPscVJwfhHOFh2EJP.jpg,cih-normal-cash-in-hand-test
12345,vehicle,6/1/2023,5/29/2023,,Sample title 1,Sample description 1,cr,1236,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/QgZsr29RzEaLeT20LopBYtCJzcBAb8ofZjipYoAT.jpg,
12346,vehicle,6/1/2023,3/27/2023,,Sample title 1,,cr,1402,,,,
12345,vehicle,6/1/2023,4/25/2023,,Sample title 2,Sample description 1,dr,1966,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/QgZsr29RzEaLeT20LopBYtCJzcBAb8ofZjipYoAT.jpg,
12345,vehicle,6/1/2023,4/7/2023,,Sample title 3,Sample description 3,cr,1491,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/JEUH60l4wSOdDL1CjIPncbHKh9ArN3H3i0DDT3Ej.jpg,
12345,vehicle,6/1/2023,4/11/2023,,Sample title 3,,cr,1470,,,,cih-normal-cash-in-hand-test
12345,vehicle,6/1/2023,2/22/2023,,Sample title 2,Sample description 3,dr,647,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/6GhOFbzHwPXt513KiUEkE0wuPscVJwfhHOFh2EJP.jpg,cih-normal-cash-in-hand-yahya
12346,vehicle,6/1/2023,5/17/2023,,Sample title 1,Sample description 1,dr,1161,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/6GhOFbzHwPXt513KiUEkE0wuPscVJwfhHOFh2EJP.jpg,
12345,vehicle,6/1/2023,6/3/2023,,Sample title 3,,dr,1753,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/QgZsr29RzEaLeT20LopBYtCJzcBAb8ofZjipYoAT.jpg,cih-normal-cash-in-hand-test
12345,vehicle,6/1/2023,2/7/2023,,Sample title 3,Sample description 1,dr,1563,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/2xGpi1DfhLvyZiozEX579iNZsHED6ZH0cE5ub3pG.jpg,cih-normal-cash-in-hand-test
12345,vehicle,6/1/2023,5/25/2023,,Sample title 1,,cr,418,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/JEUH60l4wSOdDL1CjIPncbHKh9ArN3H3i0DDT3Ej.jpg,
12345,vehicle,6/1/2023,3/20/2023,,Sample title 1,Sample description 3,cr,432,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/6GhOFbzHwPXt513KiUEkE0wuPscVJwfhHOFh2EJP.jpg,
12346,vehicle,6/1/2023,4/6/2023,,Sample title 3,,dr,101,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/QgZsr29RzEaLeT20LopBYtCJzcBAb8ofZjipYoAT.jpg,cih-normal-cash-in-hand-test
12345,vehicle,6/1/2023,3/28/2023,,Sample title 2,Sample description 1,cr,1017,,,,
12345,vehicle,6/1/2023,2/24/2023,,Sample title 1,Sample description 1,dr,1980,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/2xGpi1DfhLvyZiozEX579iNZsHED6ZH0cE5ub3pG.jpg,cih-normal-cash-in-hand-test
12345,vehicle,6/1/2023,2/18/2023,,Sample title 2,,dr,1696,,,,cih-normal-cash-in-hand-yahya
12345,vehicle,6/1/2023,5/9/2023,,Sample title 2,Sample description 1,dr,1201,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/2xGpi1DfhLvyZiozEX579iNZsHED6ZH0cE5ub3pG.jpg,
12345,vehicle,6/1/2023,3/25/2023,,Sample title 1,,dr,253,,,,
12346,vehicle,6/1/2023,4/9/2023,,Sample title 3,,cr,1084,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/JEUH60l4wSOdDL1CjIPncbHKh9ArN3H3i0DDT3Ej.jpg,
12345,vehicle,6/1/2023,4/20/2023,,Sample title 3,Sample description 1,dr,1956,,,,
12346,vehicle,6/1/2023,4/28/2023,,Sample title 1,,cr,1090,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/6GhOFbzHwPXt513KiUEkE0wuPscVJwfhHOFh2EJP.jpg,cih-normal-cash-in-hand-test
12345,vehicle,6/1/2023,6/10/2023,,Sample title 3,,dr,792,,,,
12346,vehicle,6/1/2023,1/3/2023,,Sample title 3,Sample description 3,dr,1597,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/JEUH60l4wSOdDL1CjIPncbHKh9ArN3H3i0DDT3Ej.jpg,
12345,vehicle,6/1/2023,2/19/2023,,Sample title 1,Sample description 3,dr,590,,,,
12345,vehicle,6/1/2023,2/28/2023,,Sample title 3,,dr,1820,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/6GhOFbzHwPXt513KiUEkE0wuPscVJwfhHOFh2EJP.jpg,
12345,vehicle,6/1/2023,2/24/2023,,Sample title 1,Sample description 3,dr,978,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/2xGpi1DfhLvyZiozEX579iNZsHED6ZH0cE5ub3pG.jpg,
12346,vehicle,6/1/2023,3/8/2023,,Sample title 3,Sample description 3,dr,615,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/QgZsr29RzEaLeT20LopBYtCJzcBAb8ofZjipYoAT.jpg,cih-normal-cash-in-hand-test
12346,vehicle,6/1/2023,2/17/2023,,Sample title 2,,cr,888,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/QgZsr29RzEaLeT20LopBYtCJzcBAb8ofZjipYoAT.jpg,cih-normal-cash-in-hand-test
12345,vehicle,6/1/2023,5/23/2023,,Sample title 2,Sample description 3,cr,767,,,,cih-normal-cash-in-hand-yahya
12345,vehicle,6/1/2023,2/28/2023,,Sample title 2,Sample description 3,dr,147,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/6GhOFbzHwPXt513KiUEkE0wuPscVJwfhHOFh2EJP.jpg,cih-normal-cash-in-hand-yahya
12346,vehicle,6/1/2023,2/7/2023,,Sample title 1,,cr,866,,,,cih-normal-cash-in-hand-yahya
12345,vehicle,6/1/2023,2/8/2023,,Sample title 1,,dr,1853,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/2xGpi1DfhLvyZiozEX579iNZsHED6ZH0cE5ub3pG.jpg,
12346,vehicle,6/1/2023,3/29/2023,,Sample title 1,,cr,867,,,,
12346,vehicle,6/1/2023,2/17/2023,,Sample title 3,,cr,845,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/2xGpi1DfhLvyZiozEX579iNZsHED6ZH0cE5ub3pG.jpg,
12345,vehicle,6/1/2023,2/16/2023,,Sample title 1,Sample description 3,dr,1489,,,,
12346,vehicle,6/1/2023,3/26/2023,,Sample title 3,,dr,221,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/6GhOFbzHwPXt513KiUEkE0wuPscVJwfhHOFh2EJP.jpg,cih-normal-cash-in-hand-yahya
12345,vehicle,6/1/2023,6/10/2023,,Sample title 3,Sample description 3,dr,1188,,,,
12346,vehicle,6/1/2023,2/5/2023,,Sample title 2,Sample description 3,dr,416,,,,cih-normal-cash-in-hand-test
12345,vehicle,6/1/2023,4/19/2023,,Sample title 2,,dr,1617,,,,
12345,vehicle,6/1/2023,3/12/2023,,Sample title 2,,cr,815,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/6GhOFbzHwPXt513KiUEkE0wuPscVJwfhHOFh2EJP.jpg,cih-normal-cash-in-hand-test
12345,vehicle,6/1/2023,5/31/2023,,Sample title 3,,dr,1086,,,,
12346,vehicle,6/1/2023,3/31/2023,,Sample title 3,,cr,1806,,,,cih-normal-cash-in-hand-yahya
12346,vehicle,6/1/2023,2/4/2023,,Sample title 2,Sample description 3,dr,514,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/QgZsr29RzEaLeT20LopBYtCJzcBAb8ofZjipYoAT.jpg,
12345,vehicle,6/1/2023,5/2/2023,,Sample title 1,,cr,1184,,,,cih-normal-cash-in-hand-yahya
12345,vehicle,6/1/2023,5/15/2023,,Sample title 1,Sample description 3,cr,181,,,,
12346,vehicle,6/1/2023,3/23/2023,,Sample title 1,,cr,1382,,,,
12346,vehicle,6/1/2023,1/5/2023,,Sample title 3,,dr,1814,,,,
12346,vehicle,6/1/2023,1/14/2023,,Sample title 3,,cr,631,,,,cih-normal-cash-in-hand-yahya
12345,vehicle,6/1/2023,1/2/2023,,Sample title 2,Sample description 1,dr,357,,,,
12345,vehicle,6/1/2023,5/16/2023,,Sample title 1,,cr,691,,,,
12345,vehicle,6/1/2023,5/11/2023,,Sample title 3,,dr,1007,,,,cih-normal-cash-in-hand-test
12345,vehicle,6/1/2023,4/10/2023,,Sample title 1,,dr,1052,,,https://kingriders.s3.ap-southeast-1.amazonaws.com/public/uploads/riders/invoice_picture/6GhOFbzHwPXt513KiUEkE0wuPscVJwfhHOFh2EJP.jpg,
12345,vehicle,6/1/2023,3/10/2023,,Sample title 3,Sample description 1,dr,742,,,,cih-normal-cash-in-hand-test
12346,vehicle,6/1/2023,4/16/2023,,Sample title 2,Sample description 3,cr,617,,,,
12346,vehicle,6/1/2023,5/5/2023,,Sample title 3,,dr,1340,,,,
